id,category,name,price,image,options,description,isAvailable
237,｀ｨ(´∀｀∩,̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕,9542106652,₀₁₂,0/0,␢,true
238,"""""",🐵 🙈 🙉 🙊,867193536,<img src=x onerror=alert('hi') />,NULL,𠜎𠜱𠝹𠱓𠱸𠲖𠳏,true
239,¸˛Ç◊ı˜Â¯˘¿,"__ﾛ(,_,*)",387859399,"'""'",00˙Ɩ$-,１２３,true
240,"<>?:""{}|_+",⁦test⁧,239173384,"__ﾛ(,_,*)",!@#$%^&*(),"'""'",true
241,"""''''""'""","בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ",4885449636,¡™£¢∞§¶•ªº–≠,"בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ",-1/2,true
242,⁰⁴⁵₀₁₂,​,6308263927,・(￣∀￣)・:*:,<script>alert('hi')</script>,0/0,false
243,˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,',3069355955,1/0,1;DROP TABLE users,Ṱ̺̺̕o͞ ̷i̲̬͇̪͙n̝̗͕v̟̜̘̦͟o̶̙̰̠kè͚̮̺̪̹̱̤ ̖t̝͕̳̣̻̪͞h̼͓̲̦̳̘̲e͇̣̰̦̬͎ ̢̼̻̱̘h͚͎͙̜̣̲ͅi̦̲̣̰̤v̻͍e̺̭̳̪̰-m̢iͅn̖̺̞̲̯̰d̵̼̟͙̩̼̘̳ ̞̥̱̳̭r̛̗̘e͙p͠r̼̞̻̭̗e̺̠̣͟s̘͇̳͍̝͉e͉̥̯̞̲͚̬͜ǹ̬͎͎̟̖͇̤t͍̬̤͓̼̭͘ͅi̪̱n͠g̴͉ ͏͉ͅc̬̟h͡a̫̻̯͘o̫̟̖͍̙̝͉s̗̦̲.̨̹͈̣,false
244,⁦test⁧,和製漢語,1067916995,ÅÍÎÏ˝ÓÔÒÚÆ☃,⁰⁴⁵,ÅÍÎÏ˝ÓÔÒÚÆ☃,false
245,(ﾉಥ益ಥ）ﾉ﻿ ┻━┻,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },8577814498,!@#$%^&*(),✋🏿 💪🏿 👐🏿 🙌🏿 👏🏿 🙏🏿,../../../../../../../../../../../etc/passwd%00,false
246,̡͓̞ͅI̗̘̦͝n͇͇͙v̮̫ok̲̫̙͈i̖͙̭̹̠̞n̡̻̮̣̺g̲͈͙̭͙̬͎ ̰t͔̦h̞̲e̢̤ ͍̬̲͖f̴̘͕̣è͖ẹ̥̩l͖͔͚i͓͚̦͠n͖͍̗͓̳̮g͍ ̨o͚̪͡f̘̣̬ ̖̘͖̟͙̮c҉͔̫͖͓͇͖ͅh̵̤̣͚͔á̗̼͕ͅo̼̣̥s̱͈̺̖̦̻͢.̛̖̞̠̫̰,1E02,2433327053,nil,Œ„´‰ˇÁ¨ˆØ∏”’,$1.00,false
247,1/0,,5641739247,<img src=x onerror=alert('hi') />,"בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ","<>?:""{}|_+",true
248,␢,⁦test⁧,7600918403,¡™£¢∞§¶•ªº–≠,社會科學院語學研究所,!@#$%^&*(),false
249,Ṱ̺̺̕o͞ ̷i̲̬͇̪͙n̝̗͕v̟̜̘̦͟o̶̙̰̠kè͚̮̺̪̹̱̤ ̖t̝͕̳̣̻̪͞h̼͓̲̦̳̘̲e͇̣̰̦̬͎ ̢̼̻̱̘h͚͎͙̜̣̲ͅi̦̲̣̰̤v̻͍e̺̭̳̪̰-m̢iͅn̖̺̞̲̯̰d̵̼̟͙̩̼̘̳ ̞̥̱̳̭r̛̗̘e͙p͠r̼̞̻̭̗e̺̠̣͟s̘͇̳͍̝͉e͉̥̯̞̲͚̬͜ǹ̬͎͎̟̖͇̤t͍̬̤͓̼̭͘ͅi̪̱n͠g̴͉ ͏͉ͅc̬̟h͡a̫̻̯͘o̫̟̖͍̙̝͉s̗̦̲.̨̹͈̣,"<>?:""{}|_+",1742200751,00˙Ɩ$-,-1E+02,"<>?:""{}|_+",true
250,,<img src=x onerror=alert('hi') />,1704963996,"<>?:""{}|_+",1.00,() { 0; }; touch /tmp/blns.shellshock1.fail;,false
251,0/0,"__ﾛ(,_,*)",6438072366,✋🏿 💪🏿 👐🏿 🙌🏿 👏🏿 🙏🏿,⁰⁴⁵,"""''''""'""",false
252,"""",-1.00,5866420405, test ,1E+02,✋🏿 💪🏿 👐🏿 🙌🏿 👏🏿 🙏🏿,false
253,!@#$%^&*(),﻿,198556311,社會科學院語學研究所,ヽ༼ຈل͜ຈ༽ﾉ ヽ༼ຈل͜ຈ༽ﾉ ,¸˛Ç◊ı˜Â¯˘¿,false
254,"""'""'""''''""",和製漢語,5841349942,"""'""'""''''""", test ,Z̮̞̠͙͔ͅḀ̗̞͈̻̗Ḷ͙͎̯̹̞͓G̻O̭̗̮,true
255,̗̺͖̹̯͓Ṯ̤͍̥͇͈h̲́e͏͓̼̗̙̼̣͔ ͇̜̱̠͓͍ͅN͕͠e̗̱z̘̝̜̺͙p̤̺̹͍̯͚e̠̻̠͜r̨̤͍̺̖͔̖̖d̠̟̭̬̝͟i̦͖̩͓͔̤a̠̗̬͉̙n͚͜ ̻̞̰͚ͅh̵͉i̳̞v̢͇ḙ͎͟-҉̭̩̼͔m̤̭̫i͕͇̝̦n̗͙ḍ̟ ̯̲͕͞ǫ̟̯̰̲͙̻̝f ̪̰̰̗̖̭̘͘c̦͍̲̞͍̩̙ḥ͚a̮͎̟̙͜ơ̩̹͎s̤.̝̝ ҉Z̡̖̜͖̰̣͉̜a͖̰͙̬͡l̲̫̳͍̩g̡̟̼̱͚̞̬ͅo̗͜.̟,"'""'",5533168997,✋🏿 💪🏿 👐🏿 🙌🏿 👏🏿 🙏🏿,‫test‫,<svg><script>0<1>alert('XSS')</script>,true
256,'',1E2,1000105068,!@#$%^&*(),̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕,👩🏽,true
257,null,"<>?:""{}|_+",2795616787,¸˛Ç◊ı˜Â¯˘¿,/dev/null; touch /tmp/blns.fail ; echo,⁰⁴⁵,true
258,1.00,-1E+02,9512741958,✋🏿 💪🏿 👐🏿 🙌🏿 👏🏿 🙏🏿,(｡◕ ∀ ◕｡),１２３,false
259,-$1.00,<svg><script>0<1>alert('XSS')</script>,910026499,-1/2,"ثم نفس سقطت وبالتحديد،, جزيرتي باستخدام أن دنو. إذ هنا؟ الستار وتنصيب كان. أهّل ايطاليا، بريطانيا-فرنسا قد أخذ. سليمان، إتفاقية بين ما, يذكر الحدود أي بعد, معاملة بولندا، الإطلاق عل إيو.",̡͓̞ͅI̗̘̦͝n͇͇͙v̮̫ok̲̫̙͈i̖͙̭̹̠̞n̡̻̮̣̺g̲͈͙̭͙̬͎ ̰t͔̦h̞̲e̢̤ ͍̬̲͖f̴̘͕̣è͖ẹ̥̩l͖͔͚i͓͚̦͠n͖͍̗͓̳̮g͍ ̨o͚̪͡f̘̣̬ ̖̘͖̟͙̮c҉͔̫͖͓͇͖ͅh̵̤̣͚͔á̗̼͕ͅo̼̣̥s̱͈̺̖̦̻͢.̛̖̞̠̫̰,false
260,Ω≈ç√∫˜µ≤≥÷,・(￣∀￣)・:*:,5808226950,"""",",./;'[]\-=",사회과학원 어학연구소,true
261,הָיְתָהtestالصفحات التّحول,⁰⁴⁵₀₁₂,6268405192,"<>?:""{}|_+",(╯°□°）╯︵ ┻━┻)  ,␢,false
262,-1/2,(ﾉಥ益ಥ）ﾉ﻿ ┻━┻,7410602,1;DROP TABLE users,ヽ༼ຈل͜ຈ༽ﾉ ヽ༼ຈل͜ຈ༽ﾉ ,NIL,true
263,"ثم نفس سقطت وبالتحديد،, جزيرتي باستخدام أن دنو. إذ هنا؟ الستار وتنصيب كان. أهّل ايطاليا، بريطانيا-فرنسا قد أخذ. سليمان، إتفاقية بين ما, يذكر الحدود أي بعد, معاملة بولندا، الإطلاق عل إيو.",null,3252515113,"ثم نفس سقطت وبالتحديد،, جزيرتي باستخدام أن دنو. إذ هنا؟ الستار وتنصيب كان. أهّل ايطاليا، بريطانيا-فرنسا قد أخذ. سليمان، إتفاقية بين ما, يذكر الحدود أي بعد, معاملة بولندا، الإطلاق عل إيو.",¸˛Ç◊ı˜Â¯˘¿,␡,false
264,"'""'","ثم نفس سقطت وبالتحديد،, جزيرتي باستخدام أن دنو. إذ هنا؟ الستار وتنصيب كان. أهّل ايطاليا، بريطانيا-فرنسا قد أخذ. سليمان، إتفاقية بين ما, يذكر الحدود أي بعد, معاملة بولندا، الإطلاق عل إيو.",2125356728,⁰⁴⁵₀₁₂,パーティーへ行かないか,🚾 🆒 🆓 🆕 🆖 🆗 🆙 🏧,false
265,˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,-1.00,2100059007,<img src=x onerror=alert('hi') />,-1/2,"__ﾛ(,_,*)",false
266,¡™£¢∞§¶•ªº–≠,👾 🙇 💁 🙅 🙆 🙋 🙎 🙍 ,4405155491,⁰⁴⁵₀₁₂,1/0,<svg><script>0<1>alert('XSS')</script>,false
267,和製漢語,1,8062228422,NIL,",./;'[]\-=",パーティーへ行かないか,true
268,パーティーへ行かないか,-1E02,3799668916,(╯°□°）╯︵ ┻━┻)  ,-1.00,・(￣∀￣)・:*:,true
269,⁰⁴⁵,١٢٣,8889120640,-1E2,ﾟ･✿ヾ╲(｡◕‿◕｡)╱✿･ﾟ,"'""'",true
270,(｡◕ ∀ ◕｡),🚾 🆒 🆓 🆕 🆖 🆗 🆙 🏧,6752688540,1'; DROP TABLE users--,999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,😍,true
271,(ﾉಥ益ಥ）ﾉ﻿ ┻━┻,1'; DROP TABLE users--,694414531,␡,😍,1E2,false
272,社會科學院語學研究所,"בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ",8552975028,̡͓̞ͅI̗̘̦͝n͇͇͙v̮̫ok̲̫̙͈i̖͙̭̹̠̞n̡̻̮̣̺g̲͈͙̭͙̬͎ ̰t͔̦h̞̲e̢̤ ͍̬̲͖f̴̘͕̣è͖ẹ̥̩l͖͔͚i͓͚̦͠n͖͍̗͓̳̮g͍ ̨o͚̪͡f̘̣̬ ̖̘͖̟͙̮c҉͔̫͖͓͇͖ͅh̵̤̣͚͔á̗̼͕ͅo̼̣̥s̱͈̺̖̦̻͢.̛̖̞̠̫̰,｀ｨ(´∀｀∩,<svg><script>0<1>alert('XSS')</script>,true
273,(｡◕ ∀ ◕｡),👾 🙇 💁 🙅 🙆 🙋 🙎 🙍 ,6556095901,NULL,社會科學院語學研究所,0/0,true
274,🚾 🆒 🆓 🆕 🆖 🆗 🆙 🏧, test ,2475481942,0/0,パーティーへ行かないか,0/0,true
275,'',-1E02,9397097511,"בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ",👩🏽,1E2,false
276,🐵 🙈 🙉 🙊,/dev/null; touch /tmp/blns.fail ; echo,253459367,0.00,nil,-1/2,false
277,0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟,𠜎𠜱𠝹𠱓𠱸𠲖𠳏,5645628487,1/0,部落格,₀₁₂,true
278,｀ｨ(´∀｀∩,₀₁₂,3195764529,1'; DROP TABLE users--,¡™£¢∞§¶•ªº–≠,1E+02,false
279,1;DROP TABLE users,ヽ༼ຈل͜ຈ༽ﾉ ヽ༼ຈل͜ຈ༽ﾉ ,1060131319,¸˛Ç◊ı˜Â¯˘¿,パーティーへ行かないか,<svg><script>0<1>alert('XSS')</script>,true
280,<img src=x onerror=alert('hi') />,Z̮̞̠͙͔ͅḀ̗̞͈̻̗Ḷ͙͎̯̹̞͓G̻O̭̗̮,9965916004,Ω≈ç√∫˜µ≤≥÷,✋🏿 💪🏿 👐🏿 🙌🏿 👏🏿 🙏🏿,田中さんにあげて下さい,true
281,(╯°□°）╯︵ ┻━┻)  ,"""'""'""''''""",6710994776,˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,<svg><script>0<1>alert('XSS')</script>,₀₁₂,true
282,NIL,１２３,6866836407,ﾟ･✿ヾ╲(｡◕‿◕｡)╱✿･ﾟ,null,../../../../../../../../../../../etc/hosts,true
283,👾 🙇 💁 🙅 🙆 🙋 🙎 🙍 ,test⁠test‫,8050861181,​,`⁄€‹›ﬁﬂ‡°·‚—±,-1E2,true
284,🐵 🙈 🙉 🙊,,1319599423,"בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ", test ,1;DROP TABLE users,true
285,🐵 🙈 🙉 🙊,åß∂ƒ©˙∆˚¬…æ,4032579123,‫test‫,␢,𠜎𠜱𠝹𠱓𠱸𠲖𠳏,false
286,1/0,0.00,1181178023,𠜎𠜱𠝹𠱓𠱸𠲖𠳏,和製漢語,",./;'[]\-=",false
287,𠜎𠜱𠝹𠱓𠱸𠲖𠳏,😍,5553162995,",./;'[]\-=",",。・:*:・゜’( ☻ ω ☻ )。・:*:・゜’", ,false
288,"""""",✋🏿 💪🏿 👐🏿 🙌🏿 👏🏿 🙏🏿,9472213060,₀₁₂,‪‪test‪,ÅÍÎÏ˝ÓÔÒÚÆ☃,false
289,¸˛Ç◊ı˜Â¯˘¿,̡͓̞ͅI̗̘̦͝n͇͇͙v̮̫ok̲̫̙͈i̖͙̭̹̠̞n̡̻̮̣̺g̲͈͙̭͙̬͎ ̰t͔̦h̞̲e̢̤ ͍̬̲͖f̴̘͕̣è͖ẹ̥̩l͖͔͚i͓͚̦͠n͖͍̗͓̳̮g͍ ̨o͚̪͡f̘̣̬ ̖̘͖̟͙̮c҉͔̫͖͓͇͖ͅh̵̤̣͚͔á̗̼͕ͅo̼̣̥s̱͈̺̖̦̻͢.̛̖̞̠̫̰,3318328321,null,",./;'[]\-=",・(￣∀￣)・:*:,false
290,¸˛Ç◊ı˜Â¯˘¿,̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕,2818234438,null,᠎,˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,true
291,␢,0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟,6241073648,̗̺͖̹̯͓Ṯ̤͍̥͇͈h̲́e͏͓̼̗̙̼̣͔ ͇̜̱̠͓͍ͅN͕͠e̗̱z̘̝̜̺͙p̤̺̹͍̯͚e̠̻̠͜r̨̤͍̺̖͔̖̖d̠̟̭̬̝͟i̦͖̩͓͔̤a̠̗̬͉̙n͚͜ ̻̞̰͚ͅh̵͉i̳̞v̢͇ḙ͎͟-҉̭̩̼͔m̤̭̫i͕͇̝̦n̗͙ḍ̟ ̯̲͕͞ǫ̟̯̰̲͙̻̝f ̪̰̰̗̖̭̘͘c̦͍̲̞͍̩̙ḥ͚a̮͎̟̙͜ơ̩̹͎s̤.̝̝ ҉Z̡̖̜͖̰̣͉̜a͖̰͙̬͡l̲̫̳͍̩g̡̟̼̱͚̞̬ͅo̗͜.̟,`⁄€‹›ﬁﬂ‡°·‚—±,🐵 🙈 🙉 🙊,false
292,̡͓̞ͅI̗̘̦͝n͇͇͙v̮̫ok̲̫̙͈i̖͙̭̹̠̞n̡̻̮̣̺g̲͈͙̭͙̬͎ ̰t͔̦h̞̲e̢̤ ͍̬̲͖f̴̘͕̣è͖ẹ̥̩l͖͔͚i͓͚̦͠n͖͍̗͓̳̮g͍ ̨o͚̪͡f̘̣̬ ̖̘͖̟͙̮c҉͔̫͖͓͇͖ͅh̵̤̣͚͔á̗̼͕ͅo̼̣̥s̱͈̺̖̦̻͢.̛̖̞̠̫̰,1/2,7545021470,,‫test‫,/dev/null; touch /tmp/blns.fail ; echo,false
293,'',Œ„´‰ˇÁ¨ˆØ∏”’,2996272071,｀ｨ(´∀｀∩,⁰⁴⁵,部落格,false
294,1;DROP TABLE users,1E2,2420996971,𠜎𠜱𠝹𠱓𠱸𠲖𠳏,｀ｨ(´∀｀∩,᠎,true
295,和製漢語,-1,3641457517,部落格,"בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ",１２３,false
296,'',1E02,6942827760,$1.00, test ,❤️ 💔 💌 💕 💞 💓 💗 💖 💘 💝 💟 💜 💛 💚 💙,false
297,﻿,1E2,7961887209,​,-1E02,",./;'[]\-=",true
298,١٢٣,Z̮̞̠͙͔ͅḀ̗̞͈̻̗Ḷ͙͎̯̹̞͓G̻O̭̗̮,5712462925,᠎,../../../../../../../../../../../etc/hosts,-1,true
299,",./;'[]\-=",-1E+02,9850267385, test ,-1E+02,パーティーへ行かないか,false
300,Ω≈ç√∫˜µ≤≥÷,"""""",2020855745,"__ﾛ(,_,*)",',1/2,false
301,NULL,<img src=x onerror=alert('hi') />,571477139,1.00,åß∂ƒ©˙∆˚¬…æ,😍,false
302,̡͓̞ͅI̗̘̦͝n͇͇͙v̮̫ok̲̫̙͈i̖͙̭̹̠̞n̡̻̮̣̺g̲͈͙̭͙̬͎ ̰t͔̦h̞̲e̢̤ ͍̬̲͖f̴̘͕̣è͖ẹ̥̩l͖͔͚i͓͚̦͠n͖͍̗͓̳̮g͍ ̨o͚̪͡f̘̣̬ ̖̘͖̟͙̮c҉͔̫͖͓͇͖ͅh̵̤̣͚͔á̗̼͕ͅo̼̣̥s̱͈̺̖̦̻͢.̛̖̞̠̫̰,(ﾉಥ益ಥ）ﾉ﻿ ┻━┻,8482534561, test ,-1/2,<svg><script>0<1>alert('XSS')</script>,true
303,nil,田中さんにあげて下さい,2739970886,nil,() { 0; }; touch /tmp/blns.shellshock1.fail;, test ,true
304,0/0,../../../../../../../../../../../etc/passwd%00,2659851656,,1'; DROP TABLE users--,¡™£¢∞§¶•ªº–≠,false
305,̡͓̞ͅI̗̘̦͝n͇͇͙v̮̫ok̲̫̙͈i̖͙̭̹̠̞n̡̻̮̣̺g̲͈͙̭͙̬͎ ̰t͔̦h̞̲e̢̤ ͍̬̲͖f̴̘͕̣è͖ẹ̥̩l͖͔͚i͓͚̦͠n͖͍̗͓̳̮g͍ ̨o͚̪͡f̘̣̬ ̖̘͖̟͙̮c҉͔̫͖͓͇͖ͅh̵̤̣͚͔á̗̼͕ͅo̼̣̥s̱͈̺̖̦̻͢.̛̖̞̠̫̰,̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕,6420552326,😍,"__ﾛ(,_,*)",🚾 🆒 🆓 🆕 🆖 🆗 🆙 🏧,true
306,社會科學院語學研究所,部落格,6666203404,<script>alert('hi')</script>,⁰⁴⁵,울란바토르,false
307,‫test‫,(╯°□°）╯︵ ┻━┻)  ,4855475004,١٢٣,",。・:*:・゜’( ☻ ω ☻ )。・:*:・゜’",␡,false
308,!@#$%^&*(), ,8630088358,Z̮̞̠͙͔ͅḀ̗̞͈̻̗Ḷ͙͎̯̹̞͓G̻O̭̗̮,␣,-1E02,false
309,　,../../../../../../../../../../../etc/passwd%00,1180362803,NIL,␢,社會科學院語學研究所,false
310,0.00,999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,3357109060,和製漢語,⁦test⁧,00˙Ɩ$-,false
311,🚾 🆒 🆓 🆕 🆖 🆗 🆙 🏧,‪‪test‪,5222291991,١٢٣,̗̺͖̹̯͓Ṯ̤͍̥͇͈h̲́e͏͓̼̗̙̼̣͔ ͇̜̱̠͓͍ͅN͕͠e̗̱z̘̝̜̺͙p̤̺̹͍̯͚e̠̻̠͜r̨̤͍̺̖͔̖̖d̠̟̭̬̝͟i̦͖̩͓͔̤a̠̗̬͉̙n͚͜ ̻̞̰͚ͅh̵͉i̳̞v̢͇ḙ͎͟-҉̭̩̼͔m̤̭̫i͕͇̝̦n̗͙ḍ̟ ̯̲͕͞ǫ̟̯̰̲͙̻̝f ̪̰̰̗̖̭̘͘c̦͍̲̞͍̩̙ḥ͚a̮͎̟̙͜ơ̩̹͎s̤.̝̝ ҉Z̡̖̜͖̰̣͉̜a͖̰͙̬͡l̲̫̳͍̩g̡̟̼̱͚̞̬ͅo̗͜.̟,הָיְתָהtestالصفحات التّحول,false
312,<svg><script>0<1>alert('XSS')</script>,œ∑´®†¥¨ˆøπ“‘,2178384574,0/0,👾 🙇 💁 🙅 🙆 🙋 🙎 🙍 ,-1/2,true
313,œ∑´®†¥¨ˆøπ“‘,👩🏽,9511707289,NULL,̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕,1E2,true
314,0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟,nil,2156499828,"""""",⁰⁴⁵,Ṱ̺̺̕o͞ ̷i̲̬͇̪͙n̝̗͕v̟̜̘̦͟o̶̙̰̠kè͚̮̺̪̹̱̤ ̖t̝͕̳̣̻̪͞h̼͓̲̦̳̘̲e͇̣̰̦̬͎ ̢̼̻̱̘h͚͎͙̜̣̲ͅi̦̲̣̰̤v̻͍e̺̭̳̪̰-m̢iͅn̖̺̞̲̯̰d̵̼̟͙̩̼̘̳ ̞̥̱̳̭r̛̗̘e͙p͠r̼̞̻̭̗e̺̠̣͟s̘͇̳͍̝͉e͉̥̯̞̲͚̬͜ǹ̬͎͎̟̖͇̤t͍̬̤͓̼̭͘ͅi̪̱n͠g̴͉ ͏͉ͅc̬̟h͡a̫̻̯͘o̫̟̖͍̙̝͉s̗̦̲.̨̹͈̣,true
315,",。・:*:・゜’( ☻ ω ☻ )。・:*:・゜’",Z̮̞̠͙͔ͅḀ̗̞͈̻̗Ḷ͙͎̯̹̞͓G̻O̭̗̮,2139875324,¸˛Ç◊ı˜Â¯˘¿,・(￣∀￣)・:*:,00˙Ɩ$-,false
316,../../../../../../../../../../../etc/passwd%00,Ω≈ç√∫˜µ≤≥÷,1796921681,œ∑´®†¥¨ˆøπ“‘,1E2,₀₁₂,true
317,❤️ 💔 💌 💕 💞 💓 💗 💖 💘 💝 💟 💜 💛 💚 💙,<script>alert('hi')</script>,7711976591,␡,␢,‫test‫,true
318,̡͓̞ͅI̗̘̦͝n͇͇͙v̮̫ok̲̫̙͈i̖͙̭̹̠̞n̡̻̮̣̺g̲͈͙̭͙̬͎ ̰t͔̦h̞̲e̢̤ ͍̬̲͖f̴̘͕̣è͖ẹ̥̩l͖͔͚i͓͚̦͠n͖͍̗͓̳̮g͍ ̨o͚̪͡f̘̣̬ ̖̘͖̟͙̮c҉͔̫͖͓͇͖ͅh̵̤̣͚͔á̗̼͕ͅo̼̣̥s̱͈̺̖̦̻͢.̛̖̞̠̫̰,-1.00,1239272937,-1E+02,Œ„´‰ˇÁ¨ˆØ∏”’,｀ｨ(´∀｀∩,false
319,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,9975285919,Œ„´‰ˇÁ¨ˆØ∏”’,1;DROP TABLE users,'',false
320, ,NIL,1279643161,‪‪test‪,1,"""''''""'""",true
321,-1E02,!@#$%^&*(),4906232374,١٢٣,1/0,0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟,true
